AUN,School District,County,2017-18 Average Daily Membership,2017-18 Weighted Average Daily Membership,"Instruction
per ADM","Support Services
per ADM","Non-Instructional
per ADM","Current Exp
per ADM","Facilites, Acquistion & Construction
per ADM","Other Financing Uses
per ADM","Total Exp
per ADM",AIE per WADM
129547303,Schuylkill Haven Area SD,Schuylkill,1209.72,1428.81,9293.77,5213.84,415.44,14923.05,174.50,1366.21,16463.76,8922.88
129547203,Shenandoah Valley SD,Schuylkill,1199.04,1394.46,9724.83,3494.27,270.39,13489.49,0.00,1055.54,14545.03,7939.50
129547603,Tamaqua Area SD,Schuylkill,2238.18,2541.10,8142.25,3621.98,234.94,11999.17,299.45,5325.50,17624.13,7748.01
129547803,Tri-Valley SD,Schuylkill,940.73,1086.59,8827.66,4169.87,385.35,13382.88,134.74,748.93,14266.55,8527.96
129548803,Williams Valley SD,Schuylkill,1077.85,1259.92,10182.53,4476.09,400.09,15058.71,90.18,1319.51,16468.39,8924.51
116555003,Midd-West SD,Snyder,2254.56,2643.10,9132.84,4153.04,211.25,13497.13,0.00,2522.16,16019.30,7933.47
116557103,Selinsgrove Area SD,Snyder,2673.15,3143.16,9349.69,4828.93,318.61,14497.22,0.00,1879.20,16376.42,9048.34
108561003,Berlin Brothersvalley SD,Somerset,727.96,856.01,8783.62,4607.54,457.97,13849.12,0.00,1761.80,15610.92,8289.32
108561803,Conemaugh Township Area SD,Somerset,970.45,1146.06,8587.37,4818.89,614.96,14021.22,63.68,746.54,14831.44,8470.83
108565203,Meyersdale Area SD,Somerset,849.59,1000.98,9709.99,5545.20,490.89,15746.08,5.30,891.10,16642.47,9370.01
108565503,North Star SD,Somerset,1155.64,1333.24,8656.71,5287.08,365.99,14309.78,0.00,1793.72,16103.50,8504.01
108566303,Rockwood Area SD,Somerset,710.13,843.05,9190.32,5057.26,383.30,14630.88,227.50,0.00,14858.38,9479.86
108567004,Salisbury-Elk Lick SD,Somerset,268.83,310.18,10552.03,5993.96,464.11,17010.09,0.00,504.53,17514.62,9811.54
108567204,Shade-Central City SD,Somerset,434.60,515.32,11567.55,6148.24,604.19,18319.98,8.71,2492.66,20821.35,10974.42
108567404,Shanksville-Stonycreek SD,Somerset,325.35,365.13,11051.62,6461.42,442.37,17955.41,0.00,2503.41,20458.82,12191.38
108567703,Somerset Area SD,Somerset,2113.53,2507.53,9989.61,5147.70,614.87,15752.19,0.00,1756.90,17509.09,9815.63
108568404,Turkeyfoot Valley Area SD,Somerset,357.10,419.43,8858.38,6248.04,217.06,15323.48,0.00,98.57,15422.05,8923.57
108569103,Windber Area SD,Somerset,1218.54,1417.12,9043.28,3897.48,497.14,13437.90,0.00,1251.64,14689.54,8029.23
117576303,Sullivan County SD,Sullivan,658.60,764.52,13330.25,7224.25,527.96,21082.47,0.00,981.63,22064.10,13785.14
119581003,Blue Ridge SD,Susquehanna,1009.92,1138.62,9452.07,5456.90,401.02,15309.98,0.00,1707.97,17017.96,9256.91
119582503,Elk Lake SD,Susquehanna,1165.13,1362.99,10920.50,4901.70,430.60,16252.79,0.00,865.87,17118.66,9534.73
119583003,Forest City Regional SD,Susquehanna,775.40,907.20,11848.24,6058.71,351.03,18257.98,0.00,1044.52,19302.50,11021.07
119584503,Montrose Area SD,Susquehanna,1364.65,1609.42,11329.77,6840.87,321.47,18492.12,62.76,448.00,19002.88,11041.56
119584603,Mountain View SD,Susquehanna,966.66,1135.42,12945.01,7144.80,433.63,20523.44,0.00,958.72,21482.16,12657.88
119586503,Susquehanna Community SD,Susquehanna,848.78,963.26,11896.80,6180.09,460.44,18537.33,0.00,123.71,18661.04,11042.38
117596003,Northern Tioga SD,Tioga,2140.72,2482.14,9560.45,4375.17,305.82,14241.43,8.22,1047.99,15297.64,8397.94
117597003,Southern Tioga SD,Tioga,1867.97,2190.63,9320.74,4965.47,425.75,14711.96,50.26,1876.85,16639.07,8956.23
117598503,Wellsboro Area SD,Tioga,1554.00,1821.64,8929.46,4822.47,293.36,14045.30,1.50,1701.23,15748.02,8733.21
116604003,Lewisburg Area SD,Union,1989.26,2337.21,9905.80,5238.13,539.34,15683.27,0.00,1799.12,17482.39,10292.22
116605003,Mifflinburg Area SD,Union,2093.09,2477.72,8450.79,4504.90,270.99,13226.69,0.00,828.32,14055.01,8083.25
106611303,Cranberry Area SD,Venango,1181.39,1374.62,9670.71,4522.76,315.97,14509.44,15.79,562.70,15087.92,8905.86
106612203,Franklin Area SD,Venango,1980.64,2305.64,9953.75,4883.48,302.42,15139.66,0.00,2175.31,17314.97,8517.62
106616203,Oil City Area SD,Venango,2045.37,2395.10,9119.11,4757.88,357.80,14234.79,95.71,960.21,15290.71,8205.90
106617203,Titusville Area SD,Venango,2025.88,2278.32,9359.35,5185.42,376.48,14921.25,0.00,1403.68,16324.94,8907.37
106618603,Valley Grove SD,Venango,872.63,1030.20,9524.79,4961.79,294.61,14781.19,65.51,638.58,15485.29,8840.81
105628302,Warren County SD,Warren,4595.24,5408.69,9830.39,5309.28,243.19,15382.86,0.00,1608.00,16990.85,8186.86
101630504,Avella Area SD,Washington,550.59,647.45,10707.25,6689.60,696.37,18093.23,0.00,1445.05,19538.28,11068.50
101630903,Bentworth SD,Washington,1151.13,1344.28,8733.28,4752.88,399.77,13885.94,64.93,1829.82,15780.70,8389.27
101631003,Bethlehem-Center SD,Washington,1235.15,1457.33,10858.59,5447.37,340.72,16646.68,0.00,509.06,17155.74,9499.18
101631203,Burgettstown Area SD,Washington,1195.82,1412.52,9884.47,4863.10,291.36,15038.93,0.00,1281.03,16319.96,9290.57
101631503,California Area SD,Washington,941.59,1109.35,9087.83,4773.97,438.28,14300.08,0.00,3231.28,17531.37,8543.31
101631703,Canon-McMillan SD,Washington,5465.88,6238.22,7634.04,4740.88,341.58,12716.50,103.29,3303.83,16123.62,8005.64
101631803,Charleroi SD,Washington,1563.51,1821.94,8586.36,4405.27,295.00,13286.62,0.00,1841.39,15128.02,7703.15
101631903,Chartiers-Houston SD,Washington,1189.90,1391.97,8351.98,5186.76,374.49,13913.23,0.00,1699.51,15612.73,9072.88
101632403,Fort Cherry SD,Washington,1051.00,1233.23,9897.28,5595.74,391.91,15884.94,0.00,1033.04,16917.98,9755.44
101633903,McGuffey SD,Washington,1633.59,1912.49,10014.73,6467.54,559.41,17041.67,0.00,1781.23,18822.90,10318.20
101636503,Peters Township SD,Washington,4101.60,4732.56,9249.93,4360.72,390.73,14001.38,60.40,1599.59,15661.37,9481.11
101637002,Ringgold SD,Washington,2962.79,3478.47,8166.68,5046.88,320.42,13533.98,0.20,2085.35,15619.53,7962.31
101638003,Trinity Area SD,Washington,3222.73,3777.41,10072.57,5398.64,394.45,15865.67,17.02,1693.63,17576.31,9735.50
101638803,Washington SD,Washington,1550.10,1803.00,10194.55,4781.30,453.80,15429.66,0.10,2715.48,18145.24,9158.15
119648703,Wayne Highlands SD,Wayne,2648.71,3122.01,12382.56,6299.09,434.70,19116.35,241.15,1549.00,20906.50,11898.53
119648903,Western Wayne SD,Wayne,1942.71,2234.41,12202.17,7379.59,555.90,20137.67,0.00,4315.27,24452.94,11551.87
107650603,Belle Vernon Area SD,Westmoreland,2511.08,2946.58,9234.41,4206.11,503.18,13943.70,24.09,1025.44,14993.23,8576.64
107650703,Burrell SD,Westmoreland,1810.48,2122.96,9185.54,5227.92,343.23,14756.69,0.00,1276.19,16032.88,9308.43
107651603,Derry Area SD,Westmoreland,2044.05,2384.71,10172.02,5203.17,353.78,15728.96,0.00,1377.52,17106.48,9266.34
107652603,Franklin Regional SD,Westmoreland,3502.90,4138.73,9651.97,4949.79,397.79,14999.54,0.00,821.12,15820.66,9740.42
107653102,Greater Latrobe SD,Westmoreland,3830.23,4538.52,8825.22,4119.76,325.57,13270.55,47.95,4981.65,18300.15,8183.00
107653203,Greensburg Salem SD,Westmoreland,2811.97,3275.71,9643.07,4504.10,353.91,14501.08,0.00,1308.77,15809.85,8831.30
107653802,Hempfield Area SD,Westmoreland,5782.22,6801.31,10382.41,4295.82,293.50,14971.73,0.00,5590.04,20561.77,9429.31
107654103,Jeannette City SD,Westmoreland,1060.32,1233.96,10311.89,5169.84,383.97,15865.71,0.00,2002.93,17868.64,9086.08
107654403,Kiski Area SD,Westmoreland,3747.99,4402.15,9296.73,4267.04,363.33,13927.10,52.92,1461.85,15441.86,8122.38
107654903,Ligonier Valley SD,Westmoreland,1696.11,1998.37,10021.96,5228.92,341.48,15592.37,0.00,1438.60,17030.97,9361.18
107655803,Monessen City SD,Westmoreland,775.45,906.10,11765.51,6077.33,395.47,18238.31,15.23,1459.73,19713.26,10504.15
107655903,Mount Pleasant Area SD,Westmoreland,2168.88,2539.15,8996.77,4528.81,348.85,13874.43,0.00,1557.54,15431.97,8172.73
107656303,New Kensington-Arnold SD,Westmoreland,2032.03,2351.43,11366.81,4763.69,328.97,16459.46,0.00,1871.71,18331.17,9411.26
107656502,Norwin SD,Westmoreland,5479.16,6284.77,7600.18,3475.20,367.56,11442.95,0.00,960.27,12403.22,7247.38
107657103,Penn-Trafford SD,Westmoreland,3954.62,4569.42,8192.11,4278.63,456.96,12927.70,12.95,1073.28,14013.93,8321.85
107657503,Southmoreland SD,Westmoreland,1908.36,2222.20,9625.20,4571.37,482.10,14678.66,494.31,1359.87,16532.84,9194.89
107658903,Yough SD,Westmoreland,2035.74,2401.77,9315.25,5021.17,395.07,14731.49,0.00,1320.21,16051.70,8521.85
119665003,Lackawanna Trail SD,Wyoming,1020.97,1198.07,12984.74,5496.14,409.46,18890.34,0.00,549.10,19439.44,11631.05
118667503,Tunkhannock Area SD,Wyoming,2348.47,2768.02,11786.84,6329.13,432.69,18548.66,54.64,1624.52,20227.81,11809.00
112671303,Central York SD,York,5994.09,7047.14,9019.58,4401.62,290.44,13711.65,0.00,1462.85,15174.50,8824.59
112671603,Dallastown Area SD,York,6483.29,7616.46,10643.72,4209.84,276.43,15129.99,17.99,1197.09,16345.06,9870.99
112671803,Dover Area SD,York,3777.91,4414.64,9642.91,4514.07,271.87,14428.84,0.00,1835.04,16263.89,8823.50
112672203,Eastern York SD,York,2635.74,3074.87,9968.46,4353.34,361.66,14683.45,0.00,1845.51,16528.96,9216.22
112672803,Hanover Public SD,York,2071.70,2396.09,9692.53,4421.94,298.15,14412.62,0.00,6037.27,20449.89,9306.01
112674403,Northeastern York SD,York,4068.47,4762.22,9941.59,4563.34,245.35,14750.28,0.00,2441.63,17191.91,9503.75
115674603,Northern York County SD,York,3281.61,3753.97,8137.07,4452.50,424.90,13014.47,0.00,1438.10,14452.58,8456.38
112675503,Red Lion Area SD,York,5549.82,6371.26,9256.59,4393.20,225.73,13875.52,0.00,1611.57,15487.09,8545.13
112676203,South Eastern SD,York,2734.77,3207.15,11085.98,5544.05,442.64,17072.67,116.43,1508.79,18697.88,10896.11
112676403,South Western SD,York,4336.29,5070.12,9530.82,4015.77,270.62,13817.21,0.00,1386.56,15203.77,9060.29
112676503,Southern York County SD,York,3181.07,3737.30,9452.13,5203.64,306.67,14962.43,0.00,1978.14,16940.58,9596.50
112676703,Spring Grove Area SD,York,4068.29,4661.79,9211.09,5111.66,291.76,14614.51,0.00,2928.65,17543.16,9424.46
115219002,West Shore SD,York,7961.90,9041.29,8866.69,3998.10,257.21,13122.00,21.05,2706.20,15849.25,8685.16
112678503,West York Area SD,York,3319.84,3809.48,10285.93,4322.86,253.95,14862.74,0.00,1388.47,16251.21,9729.53
112679002,York City SD,York,8175.18,9409.48,11430.64,4273.28,127.45,15831.37,0.00,1563.39,17394.76,9769.98
112679403,York Suburban SD,York,3159.90,3714.21,10460.25,4240.33,308.09,15008.67,24.57,1861.46,16894.69,9938.07
