AUN,School District,County,2014-15 Average Daily Membership,2014-15 Weighted Average Daily Membership,"Instruction
per ADM","Support Services
per ADM","Non-Instructional
per ADM","Current Exp
per ADM","Facilites, Acquistion & Construction
per ADM","Other Financing Uses
per ADM","Total Exp
per ADM",AIE per WADM
129547203,Shenandoah Valley SD,Schuylkill,1122.93,1309.10,9542.60,3317.16,305.93,13165.68,2.31,1547.53,14715.52,8457.72
129547603,Tamaqua Area SD,Schuylkill,2177.72,2466.47,7386.10,3756.59,220.78,11363.47,24.81,2064.80,13453.08,7063.22
129547803,Tri-Valley SD,Schuylkill,885.82,1029.19,8335.47,5073.71,372.81,13781.99,6654.75,1008.39,21445.13,8637.13
129548803,Williams Valley SD,Schuylkill,1080.83,1242.35,8386.42,3692.44,318.82,12397.68,1320.64,9.25,13727.57,8836.05
116555003,Midd-West SD,Snyder,2252.59,2618.79,8442.00,3916.56,184.42,12542.98,0.00,2940.85,15483.83,7077.40
116557103,Selinsgrove Area SD,Snyder,2794.25,3265.15,8379.19,3957.45,243.69,12580.33,0.00,1161.98,13742.31,8003.34
108561003,Berlin Brothersvalley SD,Somerset,806.94,953.81,7767.38,4297.97,398.26,12463.61,0.00,1395.23,13858.84,7499.84
108561803,Conemaugh Township Area SD,Somerset,1001.47,1173.44,7448.60,4310.90,445.33,12204.84,0.00,904.87,13109.70,7618.59
108565203,Meyersdale Area SD,Somerset,893.51,1048.12,8586.46,5007.79,453.66,14047.91,48.36,936.10,15032.36,8621.16
108565503,North Star SD,Somerset,1174.49,1355.13,7875.14,4888.19,308.57,13071.90,0.00,1638.63,14710.53,7997.20
108566303,Rockwood Area SD,Somerset,757.08,889.58,8336.92,4020.07,291.24,12648.23,346.21,1237.56,14232.00,8679.95
108567004,Salisbury-Elk Lick SD,Somerset,288.86,340.41,8055.25,5425.32,363.05,13843.62,0.00,693.19,14536.80,7730.41
108567204,Shade-Central City SD,Somerset,492.60,582.37,9202.87,4701.03,537.51,14441.41,0.00,1951.91,16393.33,9082.23
108567404,Shanksville-Stonycreek SD,Somerset,338.40,396.07,10171.91,5913.40,359.16,16444.47,0.00,2507.70,18952.17,11014.19
108567703,Somerset Area SD,Somerset,2295.39,2716.18,8414.57,4273.30,519.86,13207.73,0.00,1692.93,14900.66,8358.43
108568404,Turkeyfoot Valley Area SD,Somerset,387.19,449.21,7223.94,5683.83,204.12,13111.89,0.00,107.01,13218.90,7596.31
108569103,Windber Area SD,Somerset,1205.79,1399.19,8279.36,3650.21,380.49,12310.05,0.00,1312.39,13622.44,7608.66
117576303,Sullivan County SD,Sullivan,657.16,764.94,12215.85,6629.79,458.72,19304.35,0.00,632.01,19936.37,12815.30
119581003,Blue Ridge SD,Susquehanna,1081.04,1214.88,8292.07,4601.35,313.33,13206.74,0.00,1768.77,14975.51,8361.62
119582503,Elk Lake SD,Susquehanna,1179.01,1376.84,10174.69,4418.19,478.27,15071.15,0.00,841.14,15912.30,8934.71
119583003,Forest City Regional SD,Susquehanna,778.33,911.46,10522.03,4995.34,299.25,15816.62,28.58,1018.34,16863.55,9692.07
119584503,Montrose Area SD,Susquehanna,1505.64,1784.52,9692.58,5650.81,330.66,15674.04,49.23,530.52,16253.80,9379.67
119584603,Mountain View SD,Susquehanna,1063.10,1255.24,10646.37,5554.19,331.10,16531.67,0.00,833.95,17365.61,10359.55
119586503,Susquehanna Community SD,Susquehanna,866.03,977.47,10519.01,5234.39,368.35,16121.75,0.20,2326.73,18448.69,9803.33
117596003,Northern Tioga SD,Tioga,2071.69,2405.86,9001.75,4125.17,286.04,13412.95,13.76,1643.65,15070.37,8170.20
117597003,Southern Tioga SD,Tioga,1867.23,2190.38,8797.91,3918.84,311.50,13028.25,0.00,1659.85,14688.10,8064.69
117598503,Wellsboro Area SD,Tioga,1518.15,1786.80,8691.22,4775.46,267.89,13734.57,0.00,6606.54,20341.10,8860.19
116604003,Lewisburg Area SD,Union,1957.53,2296.33,8885.74,4433.24,437.34,13756.31,0.00,1908.83,15665.14,9383.00
116605003,Mifflinburg Area SD,Union,2123.18,2477.16,7874.28,3928.16,241.79,12044.23,0.00,1141.83,13186.06,7453.38
106611303,Cranberry Area SD,Venango,1212.24,1412.19,9464.61,4628.78,310.88,14404.27,360.21,575.76,15340.24,9454.77
106612203,Franklin Area SD,Venango,1981.74,2328.82,9258.01,4795.34,250.24,14303.59,0.00,1132.24,15435.83,8130.48
106616203,Oil City Area SD,Venango,2147.04,2514.16,7530.24,4365.98,309.66,12205.88,0.00,914.32,13120.20,7135.77
106617203,Titusville Area SD,Venango,2080.36,2343.04,7848.74,4394.24,419.86,12662.84,0.00,1710.66,14373.50,7852.52
106618603,Valley Grove SD,Venango,943.16,1106.56,8279.28,4397.06,264.14,12940.47,16.00,7228.51,20184.98,7900.83
105628302,Warren County SD,Warren,4831.84,5698.96,8165.09,4305.94,193.36,12664.38,0.00,1263.98,13928.36,6917.02
101630504,Avella Area SD,Washington,574.16,672.10,9597.07,5508.50,590.49,15696.07,0.00,1197.14,16893.21,9972.58
101630903,Bentworth SD,Washington,1162.81,1363.84,7880.33,4148.81,385.30,12414.44,95.57,1916.69,14426.70,7652.42
101631003,Bethlehem-Center SD,Washington,1292.30,1521.06,8362.65,5478.90,275.93,14117.47,0.00,238.15,14355.63,7666.71
101631203,Burgettstown Area SD,Washington,1265.09,1499.11,8430.93,4420.66,257.43,13109.02,1.42,459.47,13569.92,8066.46
101631503,California Area SD,Washington,965.02,1136.20,7913.17,4529.90,426.67,12869.74,10.03,1663.96,14543.74,7928.43
101631703,Canon-McMillan SD,Washington,5226.82,5937.73,7016.89,4064.82,290.58,11372.29,232.13,1923.46,13527.89,7439.04
101631803,Charleroi SD,Washington,1632.26,1896.90,7448.92,3750.04,246.39,11445.35,0.00,5592.13,17037.48,6929.33
101631903,Chartiers-Houston SD,Washington,1190.66,1391.35,7025.00,4715.06,331.56,12071.62,0.00,1597.37,13668.98,7875.15
101632403,Fort Cherry SD,Washington,1104.99,1291.29,9666.95,4924.23,360.33,14951.50,0.00,345.11,15296.61,9410.53
101633903,McGuffey SD,Washington,1783.38,2098.62,8916.62,5564.89,485.39,14966.90,0.00,1639.29,16606.19,9217.51
101636503,Peters Township SD,Washington,4262.38,4919.37,8049.69,3756.43,303.59,12109.72,2.33,1082.91,13194.96,8397.89
101637002,Ringgold SD,Washington,3097.96,3636.58,7078.44,4155.09,262.28,11495.82,0.00,2136.39,13632.21,7040.74
101638003,Trinity Area SD,Washington,3346.52,3916.51,9599.60,4395.12,307.24,14301.97,3.70,6965.68,21271.36,9282.75
101638803,Washington SD,Washington,1563.51,1818.18,9237.92,4452.51,440.90,14131.32,3.45,2708.99,16843.76,8217.99
119648703,Wayne Highlands SD,Wayne,2761.91,3266.50,10331.91,5492.98,373.29,16198.17,0.00,1427.91,17626.08,10130.63
119648903,Western Wayne SD,Wayne,2065.29,2391.14,10148.43,5964.54,370.18,16483.15,0.00,1894.56,18377.71,9500.91
107650603,Belle Vernon Area SD,Westmoreland,2595.53,3049.74,8411.26,3990.68,378.11,12780.05,210.21,771.76,13762.02,8029.76
107650703,Burrell SD,Westmoreland,1828.06,2151.96,8191.26,4619.98,271.46,13082.70,0.00,1596.09,14678.79,8276.00
107651603,Derry Area SD,Westmoreland,2178.71,2554.40,8326.39,4525.41,315.51,13167.30,0.00,1594.52,14761.82,7691.91
107652603,Franklin Regional SD,Westmoreland,3583.59,4241.52,8287.37,4328.82,341.27,12957.46,0.00,1042.86,14000.32,8484.28
107653102,Greater Latrobe SD,Westmoreland,4079.96,4802.11,7404.13,3523.31,302.46,11229.90,428.75,1419.82,13078.47,7332.76
107653203,Greensburg Salem SD,Westmoreland,2944.17,3429.62,8575.82,4134.37,337.67,13047.86,0.00,1111.04,14158.90,8183.60
107653802,Hempfield Area SD,Westmoreland,6072.79,7140.73,8800.88,3669.79,291.48,12762.15,0.00,5271.62,18033.76,8284.94
107654103,Jeannette City SD,Westmoreland,1150.80,1325.29,9407.22,4319.11,350.58,14076.91,0.00,1765.08,15841.99,8432.37
107654403,Kiski Area SD,Westmoreland,3926.40,4609.84,7795.54,4010.38,302.90,12108.82,0.00,1261.62,13370.44,7268.39
107654903,Ligonier Valley SD,Westmoreland,1669.35,1982.07,8593.43,5357.88,306.31,14257.62,294.76,1680.51,16232.89,8739.87
107655803,Monessen City SD,Westmoreland,821.69,959.15,9714.59,5680.56,472.18,15867.33,0.59,10422.09,26290.01,9840.62
107655903,Mount Pleasant Area SD,Westmoreland,2164.72,2536.63,8350.48,4314.40,318.23,12983.12,0.00,1365.40,14348.52,7934.02
107656303,New Kensington-Arnold SD,Westmoreland,2198.42,2540.32,9365.40,4016.87,290.76,13673.04,0.00,1535.42,15208.46,8062.25
107656502,Norwin SD,Westmoreland,5338.58,6112.67,6929.16,3329.84,343.13,10602.14,11.21,1254.45,11867.80,6927.09
107657103,Penn-Trafford SD,Westmoreland,4089.61,4713.85,7305.28,3929.49,423.73,11658.50,0.00,699.40,12357.89,7528.02
107657503,Southmoreland SD,Westmoreland,1923.45,2249.33,8273.60,4197.56,374.72,12845.88,61.63,1314.65,14222.16,8033.26
107658903,Yough SD,Westmoreland,2205.38,2607.40,8061.18,4578.16,331.12,12970.46,0.00,1450.08,14420.54,7596.76
119665003,Lackawanna Trail SD,Wyoming,1087.38,1278.79,12212.50,5605.76,417.88,18236.14,14.04,469.80,18719.98,11567.38
118667503,Tunkhannock Area SD,Wyoming,2618.88,3074.29,9478.76,5127.51,324.30,14930.56,0.00,1477.71,16408.28,9484.36
112671303,Central York SD,York,6018.67,7059.35,7645.77,3496.05,260.70,11402.52,0.00,1636.56,13039.08,7713.89
112671603,Dallastown Area SD,York,6385.74,7478.25,9493.27,3734.81,260.48,13488.56,19.57,1167.59,14675.72,9174.53
112671803,Dover Area SD,York,3807.33,4430.86,8820.74,3882.90,239.21,12942.84,0.00,1253.47,14196.32,8454.42
112672203,Eastern York SD,York,2634.85,3069.80,9436.27,4233.31,366.03,14035.61,0.00,1659.10,15694.71,9229.39
112672803,Hanover Public SD,York,1884.18,2164.06,10133.43,3907.60,326.51,14367.54,0.00,1407.07,15774.61,9807.92
112674403,Northeastern York SD,York,3962.74,4614.52,9051.50,4011.96,206.93,13270.40,0.00,1666.61,14937.00,8834.76
115674603,Northern York County SD,York,3219.36,3660.88,7501.60,3961.20,399.12,11861.92,0.00,4299.26,16161.18,8032.11
112675503,Red Lion Area SD,York,5647.04,6490.95,8779.78,3911.82,202.40,12894.00,0.00,1800.74,14694.73,8211.32
112676203,South Eastern SD,York,2877.06,3365.42,9430.42,4785.84,339.86,14556.13,44.82,2385.26,16986.21,9392.02
112676403,South Western SD,York,4247.71,4839.23,8427.43,3933.98,227.94,12589.35,0.00,5635.37,18224.73,8660.95
112676503,Southern York County SD,York,3143.60,3682.43,8957.87,4746.08,285.40,13989.34,0.00,1893.01,15882.36,9260.86
112676703,Spring Grove Area SD,York,4019.58,4590.33,8150.98,4854.23,218.30,13223.51,0.00,10238.32,23461.83,8567.19
115219002,West Shore SD,York,8065.43,9167.06,7360.15,3362.20,195.40,10917.75,21.51,1010.40,11949.66,7269.76
112678503,West York Area SD,York,3291.94,3789.06,9270.96,3923.35,238.82,13433.13,0.00,1669.73,15102.86,9098.95
112679002,York City SD,York,7756.00,8896.30,9632.23,3035.53,86.34,12754.10,0.00,2945.62,15699.72,8024.11
112679403,York Suburban SD,York,3024.92,3470.64,10022.14,4321.07,304.48,14647.70,0.00,4951.36,19599.06,10323.52
