AUN,School District,County,2012-13 Average Daily Membership,2012-13 Weighted Average Daily Membership,"Instruction
per ADM","Support Services
per ADM","Non-Instructional
per ADM","Curr Exp
per ADM","Facilities Acquisition & Construction
per ADM","Other Financing Uses
per ADM","Total Exp
per ADM","AIE
per WADM"
129547303,Schuylkill Haven Area SD,Schuylkill,1294.15,1520.00,7111.60,3727.75,339.45,11178.80,0.00,1419.48,12598.28,7249.74
129547203,Shenandoah Valley SD,Schuylkill,1171.20,1355.27,7762.80,3074.24,267.50,11104.54,-28.95,10255.69,21331.28,7138.58
129547603,Tamaqua Area SD,Schuylkill,2144.47,2425.52,6812.42,3498.40,215.14,10525.95,156.01,776.02,11457.98,7199.12
129547803,Tri-Valley SD,Schuylkill,904.58,1056.35,7642.07,4282.55,331.74,12256.36,788.75,1352.69,14397.81,8134.61
129548803,Williams Valley SD,Schuylkill,1096.24,1275.12,7341.78,3210.66,288.27,10840.71,0.00,116.64,10957.35,6577.78
116555003,Midd-West SD,Snyder,2434.71,2845.78,6984.51,3482.61,155.80,10622.92,0.00,2094.99,12717.91,6388.31
116557103,Selinsgrove Area SD,Snyder,2766.12,3214.93,7384.30,3676.43,225.40,11286.13,146.67,1219.11,12651.91,7288.07
108561003,Berlin Brothersvalley SD,Somerset,878.68,1056.44,6575.67,3676.24,351.91,10603.82,0.00,1053.55,11657.36,6410.85
108561803,Conemaugh Township Area SD,Somerset,999.05,1167.77,6935.01,3854.86,373.85,11163.71,0.00,1100.13,12263.85,7180.73
108565203,Meyersdale Area SD,Somerset,939.82,1102.27,7492.45,4252.09,392.38,12136.92,35.05,891.15,13063.12,7544.58
108565503,North Star SD,Somerset,1248.05,1469.43,7193.95,4454.39,273.42,11921.75,0.00,1953.34,13875.09,7027.17
108566303,Rockwood Area SD,Somerset,809.60,952.14,7616.62,3802.00,270.22,11688.84,360.13,1158.50,13207.47,7805.98
108567004,Salisbury-Elk Lick SD,Somerset,277.95,326.16,8481.64,6123.59,348.68,14953.91,0.00,455.32,15409.23,8769.97
108567204,Shade-Central City SD,Somerset,546.94,651.39,8228.00,4292.16,423.84,12944.00,15.72,1873.05,14832.78,8124.80
108567404,Shanksville-Stonycreek SD,Somerset,423.98,486.38,7412.02,4926.08,226.23,12564.33,0.00,1907.67,14472.00,8573.29
108567703,Somerset Area SD,Somerset,2365.96,2819.98,7594.52,3731.17,462.63,11788.32,0.00,1611.94,13400.26,7396.23
108568404,Turkeyfoot Valley Area SD,Somerset,420.49,496.13,7071.09,4624.54,194.50,11890.13,21.18,719.07,12630.38,6357.82
108569103,Windber Area SD,Somerset,1272.28,1475.48,6795.49,3119.90,300.02,10215.42,0.00,1128.05,11343.47,6483.88
117576303,Sullivan County SD,Sullivan,673.57,788.19,10994.31,6173.95,408.35,17576.61,0.00,700.56,18277.17,11759.36
119581003,Blue Ridge SD,Susquehanna,1039.48,1183.74,8320.72,4628.47,287.92,13237.11,0.00,1548.94,14786.05,8266.01
119582503,Elk Lake SD,Susquehanna,1272.11,1487.33,8932.44,4203.34,408.99,13544.77,0.00,443.98,13988.75,8210.35
119583003,Forest City Regional SD,Susquehanna,783.54,918.74,9420.85,4722.80,277.44,14421.09,0.00,5054.33,19475.42,9146.82
119584503,Montrose Area SD,Susquehanna,1619.88,1924.16,8501.18,5026.51,300.73,13828.42,40.94,489.53,14358.89,8479.33
119584603,Mountain View SD,Susquehanna,1158.11,1364.15,8770.64,4232.66,226.62,13229.93,0.00,630.14,13860.07,8286.12
119586503,Susquehanna Community SD,Susquehanna,866.63,969.80,9699.03,4537.20,337.58,14573.81,0.00,557.42,15131.23,9382.18
117596003,Northern Tioga SD,Tioga,2107.24,2464.72,8176.31,3947.11,291.66,12415.08,51.99,1525.91,13992.98,7670.73
117597003,Southern Tioga SD,Tioga,1983.17,2318.07,7950.89,3428.39,344.92,11724.20,11.94,1602.27,13338.41,7596.50
117598503,Wellsboro Area SD,Tioga,1544.13,1807.46,7803.29,4281.25,258.79,12343.32,57.22,2600.63,15001.18,7844.87
116604003,Lewisburg Area SD,Union,1914.28,2240.25,8354.18,4083.49,370.01,12807.67,0.00,1412.95,14220.62,8726.49
116605003,Mifflinburg Area SD,Union,2234.00,2607.68,7010.87,3277.91,199.32,10488.11,0.00,1013.67,11501.78,6704.12
106611303,Cranberry Area SD,Venango,1170.36,1370.37,9192.25,4573.97,296.05,14062.26,2.42,581.12,14645.81,8971.91
106612203,Franklin Area SD,Venango,2033.28,2377.05,8749.47,4498.05,238.33,13485.86,0.00,742.43,14228.28,7629.59
106616203,Oil City Area SD,Venango,2220.38,2606.74,7199.20,4187.24,299.18,11685.62,0.00,917.29,12602.91,7043.65
106617203,Titusville Area SD,Venango,2092.93,2349.37,7429.61,4214.32,414.60,12058.52,0.00,1080.78,13139.30,7652.45
106618603,Valley Grove SD,Venango,982.21,1142.50,7311.50,4014.71,229.46,11555.67,0.00,1151.42,12707.09,7388.61
105628302,Warren County SD,Warren,4948.23,5826.96,7707.34,4005.79,179.90,11893.03,0.00,830.19,12723.22,6850.67
101630504,Avella Area SD,Washington,616.12,727.18,8482.50,4760.59,532.24,13775.32,0.00,1117.91,14893.23,8765.23
101630903,Bentworth SD,Washington,1221.48,1437.20,6995.96,3799.51,326.09,11121.56,161.74,1513.77,12797.07,7171.92
101631003,Bethlehem-Center SD,Washington,1290.76,1509.80,7378.10,5228.82,258.99,12865.90,7.57,241.62,13115.09,7269.86
101631203,Burgettstown Area SD,Washington,1375.68,1631.47,7479.81,3656.79,301.84,11438.45,45.64,1627.78,13111.87,7018.49
101631503,California Area SD,Washington,1001.56,1187.73,7367.44,4019.26,337.39,11724.10,0.00,1603.78,13327.88,7410.20
101631703,Canon-McMillan SD,Washington,5068.59,5765.34,6439.55,3663.91,254.90,10358.37,141.91,2360.91,12861.19,7085.89
101631803,Charleroi SD,Washington,1700.77,1998.07,7053.91,3245.22,204.69,10503.82,0.00,1458.69,11962.51,6532.72
101631903,Chartiers-Houston SD,Washington,1195.16,1401.97,6936.24,4631.67,474.29,12042.20,0.00,1555.91,13598.11,8253.10
101632403,Fort Cherry SD,Washington,1150.07,1342.58,7863.37,4469.15,345.52,12678.04,0.00,1531.91,14209.96,7992.41
101633903,McGuffey SD,Washington,1923.43,2275.28,8258.07,5294.88,416.65,13969.60,0.00,1417.64,15387.24,8882.93
101636503,Peters Township SD,Washington,4410.27,5062.61,6720.63,3299.53,265.29,10285.45,0.00,1014.31,11299.75,7375.31
101637002,Ringgold SD,Washington,3089.14,3645.68,6694.01,3861.52,226.87,10782.40,0.00,2170.09,12952.49,6817.24
101638003,Trinity Area SD,Washington,3436.25,4036.31,7929.23,4178.28,284.41,12391.92,0.00,1784.02,14175.94,8227.87
101638803,Washington SD,Washington,1601.78,1862.13,8164.50,3988.74,391.07,12544.30,0.00,3089.50,15633.80,7368.60
119648703,Wayne Highlands SD,Wayne,2902.16,3429.30,9111.59,4599.90,321.13,14032.62,0.00,1421.50,15454.12,8709.05
119648903,Western Wayne SD,Wayne,2258.16,2602.26,10069.13,5133.08,405.05,15607.27,0.00,1821.83,17429.10,9381.62
107650603,Belle Vernon Area SD,Westmoreland,2698.15,3176.37,7611.45,3506.89,314.57,11432.92,11.28,577.70,12021.89,7180.24
107650703,Burrell SD,Westmoreland,1873.66,2199.13,7362.84,4191.48,242.78,11797.10,0.00,1666.45,13463.55,7603.66
107651603,Derry Area SD,Westmoreland,2244.52,2648.62,7796.96,4003.49,295.46,12095.90,0.00,1881.50,13977.41,7934.07
107652603,Franklin Regional SD,Westmoreland,3722.69,4390.70,7410.90,3798.83,295.74,11505.47,0.00,1144.09,12649.57,7831.56
107653102,Greater Latrobe SD,Westmoreland,4219.07,4960.47,6503.55,3432.78,232.15,10168.48,74.25,1587.72,11830.45,6460.92
107653203,Greensburg Salem SD,Westmoreland,3026.17,3524.97,7925.44,3734.39,291.75,11951.58,0.00,1072.98,13024.56,7838.27
107653802,Hempfield Area SD,Westmoreland,6320.11,7439.65,7868.25,3226.27,257.81,11352.33,0.85,1651.97,13005.15,7534.65
107654103,Jeannette City SD,Westmoreland,1204.26,1341.26,7647.86,3833.74,321.68,11803.28,0.00,1965.96,13769.24,7630.47
107654403,Kiski Area SD,Westmoreland,3998.16,4721.41,7211.74,3569.04,275.52,11056.31,0.00,1477.26,12533.57,6861.01
107654903,Ligonier Valley SD,Westmoreland,1731.58,2046.94,7647.93,4803.29,233.88,12685.09,52.87,1685.74,14423.70,8042.53
107655803,Monessen City SD,Westmoreland,902.77,1047.89,9264.11,5198.57,390.00,14852.68,70.98,492.71,15416.37,9340.47
107655903,Mount Pleasant Area SD,Westmoreland,2239.10,2640.06,7642.15,4161.12,274.37,12077.64,0.00,1526.82,13604.46,7588.40
107656303,New Kensington-Arnold SD,Westmoreland,2280.10,2649.30,8537.70,3721.39,212.08,12471.17,0.00,780.36,13251.53,7737.85
107656502,Norwin SD,Westmoreland,5319.88,6089.29,6400.55,3211.82,326.44,9938.80,0.00,1169.24,11108.05,6665.32
107657103,Penn-Trafford SD,Westmoreland,4228.00,4878.09,6573.06,3792.44,402.26,10767.76,0.00,1108.71,11876.47,7126.52
107657503,Southmoreland SD,Westmoreland,2003.67,2355.47,7404.65,3652.94,360.07,11417.65,0.00,1394.65,12812.30,7195.63
107658903,Yough SD,Westmoreland,2301.90,2717.92,7366.35,3804.09,300.12,11470.56,2.69,1316.43,12789.67,7055.42
119665003,Lackawanna Trail SD,Wyoming,1157.71,1353.27,10098.50,4797.13,370.58,15266.21,8.01,351.23,15625.44,9789.32
118667503,Tunkhannock Area SD,Wyoming,2749.53,3227.63,8726.90,4259.36,268.72,13254.98,0.00,1301.82,14556.79,8586.50
112671303,Central York SD,York,6012.26,7020.68,7296.38,3392.82,256.65,10945.85,0.00,1557.37,12503.22,7639.53
112671603,Dallastown Area SD,York,6306.86,7385.72,8954.58,3564.87,254.06,12773.52,0.00,1269.99,14043.50,8916.51
112671803,Dover Area SD,York,3920.31,4569.78,7635.57,3861.13,219.43,11716.13,0.85,1060.54,12777.52,7671.13
112672203,Eastern York SD,York,2689.89,3144.86,8720.58,3577.87,320.10,12618.55,0.00,1629.38,14247.93,8377.99
112672803,Hanover Public SD,York,1860.06,2151.68,9542.46,3802.23,313.33,13658.02,0.00,10552.12,24210.13,9403.28
112674403,Northeastern York SD,York,3968.84,4604.09,8218.74,3782.61,171.69,12173.04,0.00,1484.11,13657.15,8398.60
115674603,Northern York County SD,York,3243.75,3697.67,6691.07,3433.48,358.29,10482.84,166.87,4125.04,14774.75,7326.10
112675503,Red Lion Area SD,York,5853.06,6727.79,8143.36,3473.51,126.38,11743.26,0.00,1722.22,13465.48,7948.09
112676203,South Eastern SD,York,3079.17,3612.48,8649.63,4147.41,286.66,13083.69,0.00,1412.75,14496.45,8636.80
112676403,South Western SD,York,4176.65,4780.82,7906.76,3741.02,202.75,11850.53,0.00,1310.44,13160.96,8327.08
112676503,Southern York County SD,York,3263.05,3815.12,8293.66,4005.94,264.55,12564.15,0.00,1883.38,14447.53,8629.37
112676703,Spring Grove Area SD,York,4008.38,4589.28,7327.53,4311.99,212.60,11852.12,0.00,2367.44,14219.56,7917.78
115219002,West Shore SD,York,8022.85,9116.33,7122.68,3158.80,189.45,10470.93,3.45,727.66,11202.04,7153.44
112678503,West York Area SD,York,3304.05,3813.53,8819.11,3768.56,263.46,12851.13,18.24,1641.94,14511.31,8842.81
112679002,York City SD,York,7636.20,8725.21,9637.66,2857.35,82.46,12577.47,0.00,2678.98,15256.45,8358.14
112679403,York Suburban SD,York,2981.47,3435.05,9545.20,4197.72,309.98,14052.91,0.00,4863.83,18916.73,10036.74
